# Name, Student Number
# Nikolas Maier, 500461990
# Oluwatomilayo Adegbite, 500569283
Gambler #,Round #,Optimal Arm,Average reward,Times optimal action picked,Probability of Picking Optimal,Actual Probability
20,2800,8,255.1,2223,0.9983855945,0.9896977027
20,2900,8,265,2322,0.9933530458,0.9896977027
20,3000,8,275,2422,0.9975669998,0.9896977027
20,3100,8,285,2522,0.9991094432,0.9896977027
20,3200,8,295,2622,0.9996740274,0.9896977027
20,3300,8,305,2722,0.9998806835,0.9896977027
20,3400,8,314.9,2822,0.9999558852,0.9896977027
20,3500,8,324.9,2922,0.9999838525,0.9896977027
20,3600,8,334.7,3022,0.9999939695,0.9896977027
20,3700,8,344.5,3122,0.9999977478,0.9896977027
20,3800,8,354.5,3222,0.9999991756,0.9896977027
20,3900,8,364.5,3322,0.9999996983,0.9896977027
20,4000,8,374.3,3422,0.9999998873,0.9896977027
20,4100,8,384.3,3522,0.9999999588,0.9896977027
20,4200,8,394.2,3622,0.9999999847,0.9896977027
20,4300,8,404,3722,0.9999999943,0.9896977027
20,4400,8,413.9,3822,0.9999999979,0.9896977027
20,4500,8,423.6,3922,0.9999999992,0.9896977027
20,4600,8,433.4,4022,0.9999999997,0.9896977027
20,4700,8,443.3,4122,0.9999999999,0.9896977027
20,4800,8,453.1,4222,1,0.9896977027
20,4900,8,463.1,4322,1,0.9896977027
20,5000,8,473.1,4422,1,0.9896977027
21,0,6,0,0,0.1,0.9983244662
21,100,6,7.8,9,0.1003544211,0.9983244662
21,200,6,16.1,18,0.1025206009,0.9983244662
21,300,6,24.4,28,0.1019740667,0.9983244662
21,400,6,32.7,34,0.08237091572,0.9983244662
21,500,6,41.3,41,0.08491398603,0.9983244662
21,600,6,50.2,46,0.06828306125,0.9983244662
21,700,6,58.6,55,0.08643934278,0.9983244662
21,800,6,66.7,62,0.08449347073,0.9983244662
21,900,6,75.5,68,0.07727287614,0.9983244662
21,1000,6,84.5,82,0.1164329498,0.9983244662
21,1100,6,92.9,91,0.1121652532,0.9983244662
21,1200,6,101.8,100,0.1060308669,0.9983244662
21,1300,6,111,106,0.07607616195,0.9983244662
21,1400,6,119.2,112,0.0834301974,0.9983244662
21,1500,6,128.1,121,0.08841847798,0.9983244662
21,1600,6,136.7,143,0.1926188124,0.9983244662
21,1700,6,145.7,160,0.1930048134,0.9983244662
21,1800,6,154.3,174,0.1730245898,0.9983244662
21,1900,6,163.4,193,0.1955653966,0.9983244662
21,2000,6,172.2,226,0.2854982638,0.9983244662
21,2100,6,181.2,261,0.3467033175,0.9983244662
21,2200,6,190.6,296,0.3618929704,0.9983244662
21,2300,6,200,330,0.357732304,0.9983244662
21,2400,6,208.7,360,0.3463070835,0.9983244662
21,2500,6,217.9,391,0.3409414606,0.9983244662
21,2600,6,226.9,412,0.2831394922,0.9983244662
21,2700,6,236.4,440,0.2898925102,0.9983244662
21,2800,6,246.1,476,0.331278103,0.9983244662
21,2900,6,254.9,507,0.3480398677,0.9983244662
21,3000,6,264.5,552,0.4311127585,0.9983244662
21,3100,6,273.7,603,0.5078491772,0.9983244662
21,3200,6,283.3,650,0.503270681,0.9983244662
21,3300,6,292.4,706,0.5725426837,0.9983244662
21,3400,6,302,762,0.5856247068,0.9983244662
21,3500,6,311.5,827,0.6418787469,0.9983244662
21,3600,6,321,892,0.6718041671,0.9983244662
21,3700,6,330.6,955,0.6799830256,0.9983244662
21,3800,6,340.4,1028,0.7232649699,0.9983244662
21,3900,6,350.1,1103,0.7589104768,0.9983244662
21,4000,6,359.8,1182,0.7975158205,0.9983244662
21,4100,6,369.6,1266,0.8372602657,0.9983244662
21,4200,6,379.6,1358,0.8983879782,0.9983244662
21,4300,6,389.6,1448,0.8965459952,0.9983244662
21,4400,6,399.4,1539,0.9213622578,0.9983244662
21,4500,6,409.4,1632,0.9286468377,0.9983244662
21,4600,6,419.3,1723,0.9317228001,0.9983244662
21,4700,6,429.1,1811,0.9013522179,0.9983244662
21,4800,6,438.9,1899,0.9026266166,0.9983244662
21,4900,6,448.9,1995,0.9369451088,0.9983244662
21,5000,6,458.9,2090,0.9426458787,0.9983244662
22,0,0,0,0,0.1,0.9938351482
22,100,0,6.1,16,0.1778754713,0.9938351482
22,200,0,11.7,43,0.3119839527,0.9938351482
22,300,0,19,81,0.4195050904,0.9938351482
22,400,0,26.8,119,0.467418234,0.9938351482
22,500,0,35.5,168,0.5363189953,0.9938351482
22,600,0,45.2,235,0.6402968104,0.9938351482
22,700,0,54.8,299,0.6468775498,0.9938351482
22,800,0,64.1,356,0.6039662672,0.9938351482
22,900,0,73.6,399,0.5064974532,0.9938351482
22,1000,0,83.1,449,0.5267515857,0.9938351482
22,1100,0,92.5,496,0.5192807406,0.9938351482
22,1200,0,102.4,561,0.5950014164,0.9938351482
22,1300,0,111.8,624,0.6414853139,0.9938351482
22,1400,0,121.6,690,0.6578252625,0.9938351482
22,1500,0,131.3,763,0.7198468569,0.9938351482
22,1600,0,141.3,838,0.7385378045,0.9938351482
22,1700,0,151.2,916,0.777798928,0.9938351482
22,1800,0,161,993,0.7898483811,0.9938351482
22,1900,0,170.8,1080,0.8358954981,0.9938351482
22,2000,0,180.6,1160,0.8295588589,0.9938351482
22,2100,0,190.4,1243,0.843196653,0.9938351482
22,2200,0,200.3,1324,0.8250581565,0.9938351482
22,2300,0,210.3,1402,0.7958638933,0.9938351482
22,2400,0,220.2,1485,0.8189517527,0.9938351482
22,2500,0,230.2,1566,0.8070760066,0.9938351482
22,2600,0,240,1651,0.8498354461,0.9938351482
22,2700,0,249.8,1739,0.8792643102,0.9938351482
22,2800,0,259.8,1827,0.8897310374,0.9938351482
22,2900,0,269.8,1919,0.9078246902,0.9938351482
22,3000,0,279.7,2012,0.9270826424,0.9938351482
22,3100,0,289.6,2104,0.9222521605,0.9938351482
22,3200,0,299.6,2196,0.9252087715,0.9938351482
