# Name, Student Number
# Nikolas Maier, 500461990
# Oluwatomilayo Adegbite, 500569283
Gambler #,Round #,Optimal Arm,Average reward,Times optimal action picked,Actual Probability
30,3900,0,255.2,3879,0.6552986162
30,4000,0,262.1,3979,0.6552986162
30,4100,0,268.5,4079,0.6552986162
30,4200,0,274.7,4179,0.6552986162
30,4300,0,281.5,4279,0.6552986162
30,4400,0,288.7,4379,0.6552986162
30,4500,0,295.6,4479,0.6552986162
30,4600,0,302.9,4579,0.6552986162
30,4700,0,309.2,4679,0.6552986162
30,4800,0,315.1,4779,0.6552986162
30,4900,0,321.6,4879,0.6552986162
30,5000,0,328.7,4979,0.6552986162
31,0,6,0,0,0.8471861067
31,100,6,7.3,56,0.8471861067
31,200,6,15.5,156,0.8471861067
31,300,6,23.9,256,0.8471861067
31,400,6,32.7,356,0.8471861067
31,500,6,40.8,456,0.8471861067
31,600,6,49.5,556,0.8471861067
31,700,6,58.2,656,0.8471861067
31,800,6,66.9,756,0.8471861067
31,900,6,75.9,856,0.8471861067
31,1000,6,84.4,956,0.8471861067
31,1100,6,92.8,1056,0.8471861067
31,1200,6,101.3,1156,0.8471861067
31,1300,6,109.9,1256,0.8471861067
31,1400,6,118.8,1356,0.8471861067
31,1500,6,127.7,1456,0.8471861067
31,1600,6,135.4,1556,0.8471861067
31,1700,6,143.9,1656,0.8471861067
31,1800,6,153.1,1756,0.8471861067
31,1900,6,161.2,1856,0.8471861067
31,2000,6,169.9,1956,0.8471861067
31,2100,6,178.2,2056,0.8471861067
31,2200,6,186.1,2156,0.8471861067
31,2300,6,194.4,2256,0.8471861067
31,2400,6,203.5,2356,0.8471861067
31,2500,6,211.9,2456,0.8471861067
31,2600,6,220.4,2556,0.8471861067
31,2700,6,229.3,2656,0.8471861067
31,2800,6,238.2,2756,0.8471861067
31,2900,6,246,2856,0.8471861067
31,3000,6,254.4,2956,0.8471861067
31,3100,6,263.3,3056,0.8471861067
31,3200,6,271.2,3156,0.8471861067
31,3300,6,280.3,3256,0.8471861067
31,3400,6,288.8,3356,0.8471861067
31,3500,6,296.6,3456,0.8471861067
31,3600,6,304.6,3556,0.8471861067
31,3700,6,313.5,3656,0.8471861067
31,3800,6,321.7,3756,0.8471861067
31,3900,6,330,3856,0.8471861067
31,4000,6,338.7,3956,0.8471861067
31,4100,6,347.1,4056,0.8471861067
31,4200,6,355,4156,0.8471861067
31,4300,6,363.4,4256,0.8471861067
31,4400,6,371.1,4356,0.8471861067
31,4500,6,379.5,4456,0.8471861067
31,4600,6,387.1,4556,0.8471861067
31,4700,6,395.5,4656,0.8471861067
31,4800,6,404,4756,0.8471861067
31,4900,6,412.6,4856,0.8471861067
31,5000,6,420.7,4956,0.8471861067
32,0,1,0,0,0.7452062671
32,100,1,7.2,6,0.7452062671
32,200,1,14.3,6,0.7452062671
32,300,1,21.6,6,0.7452062671
32,400,1,28.9,6,0.7452062671
32,500,1,35.8,6,0.7452062671
32,600,1,43.2,6,0.7452062671
32,700,1,49.9,6,0.7452062671
32,800,1,57.4,6,0.7452062671
32,900,1,64.1,6,0.7452062671
32,1000,1,71.4,6,0.7452062671
32,1100,1,78.2,6,0.7452062671
32,1200,1,85.1,6,0.7452062671
32,1300,1,92,6,0.7452062671
32,1400,1,99,6,0.7452062671
32,1500,1,105.8,6,0.7452062671
32,1600,1,112.9,6,0.7452062671
32,1700,1,120.6,6,0.7452062671
32,1800,1,127.6,6,0.7452062671
32,1900,1,135,6,0.7452062671
32,2000,1,142.7,6,0.7452062671
32,2100,1,150,6,0.7452062671
32,2200,1,157.6,6,0.7452062671
32,2300,1,163.9,6,0.7452062671
32,2400,1,171.3,6,0.7452062671
32,2500,1,177.8,6,0.7452062671
32,2600,1,185.3,6,0.7452062671
32,2700,1,192.6,6,0.7452062671
32,2800,1,200.1,6,0.7452062671
32,2900,1,207.9,6,0.7452062671
32,3000,1,214.2,6,0.7452062671
32,3100,1,221.2,6,0.7452062671
32,3200,1,228.6,6,0.7452062671
32,3300,1,236.1,6,0.7452062671
32,3400,1,243.9,6,0.7452062671
32,3500,1,251.4,6,0.7452062671
32,3600,1,259.3,6,0.7452062671
32,3700,1,266.3,6,0.7452062671
32,3800,1,273.9,6,0.7452062671
32,3900,1,281.3,6,0.7452062671
32,4000,1,288.8,6,0.7452062671
32,4100,1,296.4,6,0.7452062671
32,4200,1,303.9,6,0.7452062671
32,4300,1,311.9,6,0.7452062671
32,4400,1,319.1,6,0.7452062671
32,4500,1,326.3,6,0.7452062671
32,4600,1,332.9,6,0.7452062671
32,4700,1,339.9,6,0.7452062671
32,4800,1,348,6,0.7452062671
32,4900,1,355.2,6,0.7452062671
32,5000,1,361.8,6,0.7452062671
33,0,0,0,0,0.8387390589
33,100,0,7.3,86,0.8387390589
33,200,0,15.6,186,0.8387390589
33,300,0,24,286,0.8387390589
33,400,0,32.5,386,0.8387390589
33,500,0,41,486,0.8387390589
33,600,0,49.2,586,0.8387390589
33,700,0,57.8,686,0.8387390589
33,800,0,65.9,786,0.8387390589
33,900,0,74.8,886,0.8387390589
33,1000,0,83.8,986,0.8387390589
33,1100,0,91.8,1086,0.8387390589
33,1200,0,100.2,1186,0.8387390589
33,1300,0,108.4,1286,0.8387390589
33,1400,0,116.8,1386,0.8387390589
33,1500,0,124.4,1486,0.8387390589
33,1600,0,132.9,1586,0.8387390589
33,1700,0,140.9,1686,0.8387390589
33,1800,0,149.5,1786,0.8387390589
33,1900,0,157,1886,0.8387390589
33,2000,0,164.9,1986,0.8387390589
33,2100,0,173.6,2086,0.8387390589
33,2200,0,182,2186,0.8387390589
33,2300,0,191.4,2286,0.8387390589
33,2400,0,199.6,2386,0.8387390589
33,2500,0,207.8,2486,0.8387390589
33,2600,0,216.8,2586,0.8387390589
33,2700,0,225.3,2686,0.8387390589
33,2800,0,234.2,2786,0.8387390589
33,2900,0,242.8,2886,0.8387390589
33,3000,0,251.4,2986,0.8387390589
33,3100,0,259.8,3086,0.8387390589
33,3200,0,268.1,3186,0.8387390589
33,3300,0,276.1,3286,0.8387390589
33,3400,0,284.9,3386,0.8387390589
33,3500,0,293.4,3486,0.8387390589
33,3600,0,301.9,3586,0.8387390589
33,3700,0,309.7,3686,0.8387390589
33,3800,0,318.3,3786,0.8387390589
33,3900,0,327,3886,0.8387390589
33,4000,0,335.1,3986,0.8387390589
33,4100,0,343.7,4086,0.8387390589
33,4200,0,352.1,4186,0.8387390589
33,4300,0,360.7,4286,0.8387390589
33,4400,0,369.1,4386,0.8387390589
33,4500,0,377.4,4486,0.8387390589
33,4600,0,386,4586,0.8387390589
33,4700,0,394,4686,0.8387390589
33,4800,0,402.7,4786,0.8387390589
33,4900,0,411.1,4886,0.8387390589
33,5000,0,419.1,4986,0.8387390589
34,0,9,0,0,0.9224428741
34,100,9,8.6,71,0.9224428741
34,200,9,18.2,171,0.9224428741
34,300,9,27.6,271,0.9224428741
34,400,9,37.2,371,0.9224428741
34,500,9,46.7,471,0.9224428741
34,600,9,56.1,571,0.9224428741
34,700,9,65.6,671,0.9224428741
34,800,9,74.7,771,0.9224428741
34,900,9,84.2,871,0.9224428741
34,1000,9,93.6,971,0.9224428741
34,1100,9,103,1071,0.9224428741
34,1200,9,111.7,1171,0.9224428741
34,1300,9,121.2,1271,0.9224428741
34,1400,9,130.5,1371,0.9224428741
34,1500,9,139.4,1471,0.9224428741
34,1600,9,149.1,1571,0.9224428741
34,1700,9,158.9,1671,0.9224428741
34,1800,9,167.9,1771,0.9224428741
34,1900,9,176.8,1871,0.9224428741
34,2000,9,186.4,1971,0.9224428741
34,2100,9,195.9,2071,0.9224428741
34,2200,9,204.6,2171,0.9224428741
34,2300,9,214,2271,0.9224428741
34,2400,9,222.7,2371,0.9224428741
34,2500,9,231.9,2471,0.9224428741
34,2600,9,241,2571,0.9224428741
34,2700,9,250.3,2671,0.9224428741
34,2800,9,259.6,2771,0.9224428741
34,2900,9,268.5,2871,0.9224428741
34,3000,9,278.1,2971,0.9224428741
34,3100,9,287.1,3071,0.9224428741
34,3200,9,296.3,3171,0.9224428741
34,3300,9,305.6,3271,0.9224428741
34,3400,9,315.2,3371,0.9224428741
34,3500,9,324.9,3471,0.9224428741
34,3600,9,333.8,3571,0.9224428741
34,3700,9,342.8,3671,0.9224428741
34,3800,9,351.9,3771,0.9224428741
34,3900,9,361.2,3871,0.9224428741
34,4000,9,370.2,3971,0.9224428741
34,4100,9,379.8,4071,0.9224428741
34,4200,9,388.9,4171,0.9224428741
34,4300,9,398.4,4271,0.9224428741
34,4400,9,407.8,4371,0.9224428741
34,4500,9,416.7,4471,0.9224428741
34,4600,9,425.9,4571,0.9224428741
34,4700,9,434.5,4671,0.9224428741
34,4800,9,443.4,4771,0.9224428741
34,4900,9,452,4871,0.9224428741
34,5000,9,461.3,4971,0.9224428741
35,0,2,0,0,0.804851384
35,100,2,7.4,82,0.804851384
35,200,2,15.4,182,0.804851384
35,300,2,23.4,282,0.804851384
35,400,2,31.2,382,0.804851384
35,500,2,39.3,482,0.804851384
35,600,2,47.1,582,0.804851384
35,700,2,54.7,682,0.804851384
35,800,2,63.8,782,0.804851384
35,900,2,71.5,882,0.804851384
35,1000,2,79.5,982,0.804851384
35,1100,2,88.2,1082,0.804851384
35,1200,2,96.3,1182,0.804851384
35,1300,2,105.1,1282,0.804851384
35,1400,2,113.1,1382,0.804851384
35,1500,2,121.2,1482,0.804851384
35,1600,2,129.6,1582,0.804851384
35,1700,2,137,1682,0.804851384
35,1800,2,144.5,1782,0.804851384
35,1900,2,152.5,1882,0.804851384
35,2000,2,161.3,1982,0.804851384
35,2100,2,169.2,2082,0.804851384
35,2200,2,177,2182,0.804851384
35,2300,2,185.3,2282,0.804851384
35,2400,2,192.2,2382,0.804851384
35,2500,2,200.6,2482,0.804851384
35,2600,2,208.7,2582,0.804851384
35,2700,2,217,2682,0.804851384
35,2800,2,225.2,2782,0.804851384
35,2900,2,233.7,2882,0.804851384
35,3000,2,241.6,2982,0.804851384
35,3100,2,249.4,3082,0.804851384
35,3200,2,257.6,3182,0.804851384
35,3300,2,266.1,3282,0.804851384
35,3400,2,274.2,3382,0.804851384
35,3500,2,282.4,3482,0.804851384
35,3600,2,290.3,3582,0.804851384
35,3700,2,298.4,3682,0.804851384
35,3800,2,306.2,3782,0.804851384
35,3900,2,313.9,3882,0.804851384
35,4000,2,321.7,3982,0.804851384
35,4100,2,329.9,4082,0.804851384
35,4200,2,338,4182,0.804851384
35,4300,2,346.4,4282,0.804851384
35,4400,2,354.5,4382,0.804851384
35,4500,2,362.6,4482,0.804851384
35,4600,2,371.3,4582,0.804851384
35,4700,2,380,4682,0.804851384
35,4800,2,388.4,4782,0.804851384
35,4900,2,396.5,4882,0.804851384
35,5000,2,405,4982,0.804851384
36,0,8,0,0,0.7687389421
36,100,8,7.6,88,0.7687389421
36,200,8,15.1,188,0.7687389421
36,300,8,22.5,288,0.7687389421
36,400,8,30.2,388,0.7687389421
36,500,8,37.9,488,0.7687389421
36,600,8,45.3,588,0.7687389421
36,700,8,52.6,688,0.7687389421
36,800,8,60.1,788,0.7687389421
36,900,8,68.6,888,0.7687389421
36,1000,8,76.3,988,0.7687389421
36,1100,8,83.8,1088,0.7687389421
36,1200,8,91.8,1188,0.7687389421
36,1300,8,100.4,1288,0.7687389421
36,1400,8,107.9,1388,0.7687389421
36,1500,8,115.8,1488,0.7687389421
36,1600,8,123,1588,0.7687389421
36,1700,8,130.5,1688,0.7687389421
36,1800,8,137.7,1788,0.7687389421
36,1900,8,145.6,1888,0.7687389421
36,2000,8,153.7,1988,0.7687389421
36,2100,8,161.8,2088,0.7687389421
36,2200,8,169,2188,0.7687389421
36,2300,8,176.3,2288,0.7687389421
36,2400,8,183.3,2388,0.7687389421
36,2500,8,191.6,2488,0.7687389421
36,2600,8,199.5,2588,0.7687389421
36,2700,8,207.3,2688,0.7687389421
36,2800,8,215,2788,0.7687389421
36,2900,8,222.4,2888,0.7687389421
36,3000,8,230.2,2988,0.7687389421
36,3100,8,238.6,3088,0.7687389421
36,3200,8,245.3,3188,0.7687389421
36,3300,8,252.7,3288,0.7687389421
36,3400,8,260.5,3388,0.7687389421
36,3500,8,267.9,3488,0.7687389421
36,3600,8,275.4,3588,0.7687389421
36,3700,8,283.5,3688,0.7687389421
36,3800,8,291.5,3788,0.7687389421
36,3900,8,299.1,3888,0.7687389421
36,4000,8,306.7,3988,0.7687389421
36,4100,8,314.2,4088,0.7687389421
36,4200,8,321.8,4188,0.7687389421
36,4300,8,329.6,4288,0.7687389421
36,4400,8,336.8,4388,0.7687389421
36,4500,8,344.1,4488,0.7687389421
36,4600,8,350.4,4588,0.7687389421
36,4700,8,358.3,4688,0.7687389421
36,4800,8,366,4788,0.7687389421
36,4900,8,374,4888,0.7687389421
36,5000,8,381.9,4988,0.7687389421
37,0,2,0,0,0.8529229848
37,100,2,8.2,84,0.8529229848
37,200,2,17,184,0.8529229848
37,300,2,25.4,284,0.8529229848
37,400,2,32.6,384,0.8529229848
37,500,2,40.8,484,0.8529229848
37,600,2,49.1,584,0.8529229848
37,700,2,56.7,684,0.8529229848
37,800,2,65,784,0.8529229848
37,900,2,73.7,884,0.8529229848
37,1000,2,82.3,984,0.8529229848
37,1100,2,90.2,1084,0.8529229848
37,1200,2,99.1,1184,0.8529229848
37,1300,2,108,1284,0.8529229848
37,1400,2,116.9,1384,0.8529229848
37,1500,2,125.6,1484,0.8529229848
37,1600,2,134.6,1584,0.8529229848
37,1700,2,142.5,1684,0.8529229848
37,1800,2,151.2,1784,0.8529229848
37,1900,2,159.8,1884,0.8529229848
37,2000,2,168.4,1984,0.8529229848
37,2100,2,176.8,2084,0.8529229848
37,2200,2,185.5,2184,0.8529229848
37,2300,2,193.6,2284,0.8529229848
37,2400,2,202.5,2384,0.8529229848
37,2500,2,211.1,2484,0.8529229848
37,2600,2,219.6,2584,0.8529229848
37,2700,2,228,2684,0.8529229848
37,2800,2,236.5,2784,0.8529229848
37,2900,2,245.4,2884,0.8529229848
37,3000,2,253.2,2984,0.8529229848
37,3100,2,261.7,3084,0.8529229848
37,3200,2,269.8,3184,0.8529229848
37,3300,2,278.5,3284,0.8529229848
37,3400,2,286.7,3384,0.8529229848
37,3500,2,295.4,3484,0.8529229848
37,3600,2,303.5,3584,0.8529229848
37,3700,2,312,3684,0.8529229848
37,3800,2,320.8,3784,0.8529229848
37,3900,2,329.6,3884,0.8529229848
37,4000,2,337.9,3984,0.8529229848
37,4100,2,346.2,4084,0.8529229848
37,4200,2,354.7,4184,0.8529229848
37,4300,2,362.9,4284,0.8529229848
37,4400,2,370.5,4384,0.8529229848
37,4500,2,378.8,4484,0.8529229848
37,4600,2,387.4,4584,0.8529229848
37,4700,2,396.1,4684,0.8529229848
37,4800,2,404.5,4784,0.8529229848
37,4900,2,412.9,4884,0.8529229848
37,5000,2,421.4,4984,0.8529229848
38,0,8,0,0,0.8562402915
38,100,8,7.7,85,0.8562402915
38,200,8,16.1,185,0.8562402915
38,300,8,24.4,285,0.8562402915
38,400,8,33.1,385,0.8562402915
38,500,8,41.4,485,0.8562402915
38,600,8,50.2,585,0.8562402915
38,700,8,58.7,685,0.8562402915
38,800,8,67.4,785,0.8562402915
38,900,8,75.6,885,0.8562402915
38,1000,8,83.5,985,0.8562402915
38,1100,8,92.2,1085,0.8562402915
38,1200,8,100.8,1185,0.8562402915
38,1300,8,109.6,1285,0.8562402915
38,1400,8,118,1385,0.8562402915
38,1500,8,126.7,1485,0.8562402915
38,1600,8,135.6,1585,0.8562402915
38,1700,8,143.9,1685,0.8562402915
38,1800,8,152.1,1785,0.8562402915
38,1900,8,160.7,1885,0.8562402915
38,2000,8,169.2,1985,0.8562402915
38,2100,8,177.5,2085,0.8562402915
38,2200,8,186.8,2185,0.8562402915
38,2300,8,195.6,2285,0.8562402915
38,2400,8,204.1,2385,0.8562402915
38,2500,8,212.5,2485,0.8562402915
38,2600,8,221.2,2585,0.8562402915
38,2700,8,229.2,2685,0.8562402915
38,2800,8,238.2,2785,0.8562402915
38,2900,8,246.6,2885,0.8562402915
38,3000,8,255.3,2985,0.8562402915
38,3100,8,263.5,3085,0.8562402915
38,3200,8,272,3185,0.8562402915
38,3300,8,280.1,3285,0.8562402915
38,3400,8,288.1,3385,0.8562402915
38,3500,8,296.7,3485,0.8562402915
38,3600,8,305.6,3585,0.8562402915
38,3700,8,314.3,3685,0.8562402915
38,3800,8,322.7,3785,0.8562402915
38,3900,8,331.5,3885,0.8562402915
38,4000,8,339.9,3985,0.8562402915
38,4100,8,349.4,4085,0.8562402915
38,4200,8,358.3,4185,0.8562402915
38,4300,8,367.4,4285,0.8562402915
38,4400,8,375.7,4385,0.8562402915
38,4500,8,384.5,4485,0.8562402915
38,4600,8,392.9,4585,0.8562402915
38,4700,8,401.7,4685,0.8562402915
38,4800,8,409.9,4785,0.8562402915
38,4900,8,418.9,4885,0.8562402915
38,5000,8,427.9,4985,0.8562402915
39,0,3,0,0,0.7977724402
39,100,3,6.6,2,0.7977724402
39,200,3,13.8,2,0.7977724402
39,300,3,20.9,2,0.7977724402
39,400,3,28.1,2,0.7977724402
39,500,3,35.2,2,0.7977724402
39,600,3,42.5,2,0.7977724402
39,700,3,49.3,2,0.7977724402
39,800,3,56.7,2,0.7977724402
39,900,3,64.6,2,0.7977724402
39,1000,3,71.3,2,0.7977724402
39,1100,3,78.8,2,0.7977724402
39,1200,3,85.8,2,0.7977724402
39,1300,3,93.9,2,0.7977724402
39,1400,3,100.9,2,0.7977724402
39,1500,3,108.1,2,0.7977724402
39,1600,3,115.6,2,0.7977724402
39,1700,3,123.1,2,0.7977724402
39,1800,3,130.7,2,0.7977724402
39,1900,3,137.9,2,0.7977724402
39,2000,3,144.2,2,0.7977724402
39,2100,3,151,2,0.7977724402
39,2200,3,158.6,2,0.7977724402
39,2300,3,166,2,0.7977724402
39,2400,3,173.5,2,0.7977724402
39,2500,3,180.1,2,0.7977724402
39,2600,3,188,2,0.7977724402
39,2700,3,194.5,2,0.7977724402
39,2800,3,201.4,2,0.7977724402
39,2900,3,208.3,2,0.7977724402
39,3000,3,216,2,0.7977724402
39,3100,3,223.1,2,0.7977724402
39,3200,3,230.5,2,0.7977724402
39,3300,3,237.5,2,0.7977724402
39,3400,3,245.1,2,0.7977724402
39,3500,3,251.7,2,0.7977724402
39,3600,3,258.6,2,0.7977724402
39,3700,3,266.4,2,0.7977724402
39,3800,3,273.3,2,0.7977724402
39,3900,3,280.8,2,0.7977724402
39,4000,3,288,2,0.7977724402
39,4100,3,295.5,2,0.7977724402
39,4200,3,302.4,2,0.7977724402
39,4300,3,310,2,0.7977724402
39,4400,3,317.3,2,0.7977724402
39,4500,3,324.9,2,0.7977724402
39,4600,3,331.8,2,0.7977724402
39,4700,3,339.6,2,0.7977724402
39,4800,3,346.8,2,0.7977724402
39,4900,3,354.5,2,0.7977724402
39,5000,3,362.2,2,0.7977724402
40,0,1,0,0,0.863348417
40,100,1,8,64,0.863348417
40,200,1,15.8,164,0.863348417
40,300,1,24.7,264,0.863348417
40,400,1,32.8,364,0.863348417
40,500,1,42.2,464,0.863348417
40,600,1,51.6,564,0.863348417
40,700,1,60.1,664,0.863348417
40,800,1,68.2,764,0.863348417
40,900,1,76.7,864,0.863348417
40,1000,1,85.4,964,0.863348417
40,1100,1,93.6,1064,0.863348417
40,1200,1,102.7,1164,0.863348417
40,1300,1,111.6,1264,0.863348417
40,1400,1,120.2,1364,0.863348417
40,1500,1,129,1464,0.863348417
40,1600,1,138.3,1564,0.863348417
40,1700,1,147.1,1664,0.863348417
40,1800,1,155.3,1764,0.863348417
40,1900,1,164,1864,0.863348417
40,2000,1,172.7,1964,0.863348417
40,2100,1,181.3,2064,0.863348417
40,2200,1,190.2,2164,0.863348417
40,2300,1,199,2264,0.863348417
40,2400,1,207.8,2364,0.863348417
40,2500,1,216.9,2464,0.863348417
40,2600,1,225.6,2564,0.863348417
40,2700,1,234.4,2664,0.863348417
40,2800,1,243.6,2764,0.863348417
40,2900,1,252.1,2864,0.863348417
40,3000,1,261.4,2964,0.863348417
40,3100,1,270.3,3064,0.863348417
40,3200,1,279.4,3164,0.863348417
40,3300,1,288,3264,0.863348417
40,3400,1,297.3,3364,0.863348417
40,3500,1,306.1,3464,0.863348417
40,3600,1,315.2,3564,0.863348417
40,3700,1,324,3664,0.863348417
40,3800,1,332.8,3764,0.863348417
40,3900,1,341.9,3864,0.863348417
40,4000,1,350.9,3964,0.863348417
40,4100,1,359.4,4064,0.863348417
40,4200,1,368.2,4164,0.863348417
40,4300,1,376.9,4264,0.863348417
40,4400,1,385.2,4364,0.863348417
40,4500,1,393.7,4464,0.863348417
40,4600,1,401.8,4564,0.863348417
40,4700,1,411,4664,0.863348417
40,4800,1,419.4,4764,0.863348417
40,4900,1,427.8,4864,0.863348417
40,5000,1,436.8,4964,0.863348417
41,0,6,0,0,0.9753897725
41,100,6,9,64,0.9753897725
41,200,6,19,164,0.9753897725
41,300,6,28.8,264,0.9753897725
41,400,6,38.6,364,0.9753897725
41,500,6,48.2,464,0.9753897725
41,600,6,58,564,0.9753897725
41,700,6,67.6,664,0.9753897725
41,800,6,77.3,764,0.9753897725
41,900,6,86.9,864,0.9753897725
41,1000,6,96.8,964,0.9753897725
41,1100,6,106.7,1064,0.9753897725
41,1200,6,116.4,1164,0.9753897725
41,1300,6,126,1264,0.9753897725
41,1400,6,135.6,1364,0.9753897725
41,1500,6,145.6,1464,0.9753897725
41,1600,6,155.4,1564,0.9753897725
41,1700,6,165.4,1664,0.9753897725
41,1800,6,175.2,1764,0.9753897725
41,1900,6,184.6,1864,0.9753897725
41,2000,6,194.3,1964,0.9753897725
41,2100,6,204,2064,0.9753897725
41,2200,6,213.9,2164,0.9753897725
41,2300,6,223.7,2264,0.9753897725
41,2400,6,233.1,2364,0.9753897725
41,2500,6,242.8,2464,0.9753897725
41,2600,6,252.4,2564,0.9753897725
41,2700,6,262.2,2664,0.9753897725
41,2800,6,271.7,2764,0.9753897725
41,2900,6,281.3,2864,0.9753897725
41,3000,6,291,2964,0.9753897725
41,3100,6,300.8,3064,0.9753897725
41,3200,6,310.4,3164,0.9753897725
41,3300,6,320.1,3264,0.9753897725
41,3400,6,329.7,3364,0.9753897725
41,3500,6,339.5,3464,0.9753897725
41,3600,6,349.2,3564,0.9753897725
41,3700,6,359,3664,0.9753897725
41,3800,6,368.8,3764,0.9753897725
41,3900,6,378.6,3864,0.9753897725
41,4000,6,388.5,3964,0.9753897725
41,4100,6,397.7,4064,0.9753897725
41,4200,6,407.6,4164,0.9753897725
41,4300,6,417.5,4264,0.9753897725
41,4400,6,427.1,4364,0.9753897725
41,4500,6,437,4464,0.9753897725
41,4600,6,446.9,4564,0.9753897725
41,4700,6,456.5,4664,0.9753897725
41,4800,6,466.3,4764,0.9753897725
41,4900,6,476.1,4864,0.9753897725
41,5000,6,485.9,4964,0.9753897725
42,0,2,0,0,0.9625638774
42,100,2,8.4,80,0.9625638774
42,200,2,17.9,180,0.9625638774
42,300,2,27.7,280,0.9625638774
42,400,2,37.3,380,0.9625638774
42,500,2,46.9,480,0.9625638774
42,600,2,56.4,580,0.9625638774
42,700,2,66.4,680,0.9625638774
42,800,2,76.2,780,0.9625638774
42,900,2,85.8,880,0.9625638774
42,1000,2,95.7,980,0.9625638774
42,1100,2,105.7,1080,0.9625638774
42,1200,2,115.2,1180,0.9625638774
42,1300,2,125.1,1280,0.9625638774
42,1400,2,134.7,1380,0.9625638774
42,1500,2,144.2,1480,0.9625638774
42,1600,2,154,1580,0.9625638774
42,1700,2,163.7,1680,0.9625638774
42,1800,2,173.6,1780,0.9625638774
42,1900,2,183.3,1880,0.9625638774
42,2000,2,192.7,1980,0.9625638774
42,2100,2,202.4,2080,0.9625638774
42,2200,2,212.3,2180,0.9625638774
42,2300,2,222.1,2280,0.9625638774
42,2400,2,231.8,2380,0.9625638774
42,2500,2,241.5,2480,0.9625638774
42,2600,2,251.3,2580,0.9625638774
42,2700,2,261.1,2680,0.9625638774
42,2800,2,270.6,2780,0.9625638774
42,2900,2,280,2880,0.9625638774
42,3000,2,289.5,2980,0.9625638774
42,3100,2,299.1,3080,0.9625638774
42,3200,2,308.8,3180,0.9625638774
42,3300,2,318.7,3280,0.9625638774
42,3400,2,328.4,3380,0.9625638774
42,3500,2,337.9,3480,0.9625638774
42,3600,2,347.5,3580,0.9625638774
42,3700,2,356.8,3680,0.9625638774
42,3800,2,366.2,3780,0.9625638774
42,3900,2,375.8,3880,0.9625638774
42,4000,2,385.4,3980,0.9625638774
42,4100,2,395.1,4080,0.9625638774
42,4200,2,404.5,4180,0.9625638774
42,4300,2,414.2,4280,0.9625638774
42,4400,2,423.5,4380,0.9625638774
42,4500,2,433.2,4480,0.9625638774
42,4600,2,442.7,4580,0.9625638774
42,4700,2,452.4,4680,0.9625638774
42,4800,2,462.2,4780,0.9625638774
42,4900,2,471.7,4880,0.9625638774
42,5000,2,481.5,4980,0.9625638774
43,0,9,0,0,0.9135828883
43,100,9,8.4,76,0.9135828883
43,200,9,17.6,176,0.9135828883
43,300,9,26.9,276,0.9135828883
43,400,9,36.3,376,0.9135828883
43,500,9,45.5,476,0.9135828883
43,600,9,54.1,576,0.9135828883
43,700,9,63.2,676,0.9135828883
43,800,9,71.9,776,0.9135828883
43,900,9,80.8,876,0.9135828883
43,1000,9,90.2,976,0.9135828883
43,1100,9,99.5,1076,0.9135828883
43,1200,9,108.6,1176,0.9135828883
43,1300,9,117.4,1276,0.9135828883
43,1400,9,126.7,1376,0.9135828883
43,1500,9,135.6,1476,0.9135828883
43,1600,9,144.6,1576,0.9135828883
43,1700,9,154.1,1676,0.9135828883
43,1800,9,163.6,1776,0.9135828883
43,1900,9,172.9,1876,0.9135828883
43,2000,9,181.5,1976,0.9135828883
43,2100,9,190.3,2076,0.9135828883
43,2200,9,199.3,2176,0.9135828883
43,2300,9,207.9,2276,0.9135828883
43,2400,9,216.8,2376,0.9135828883
43,2500,9,226.2,2476,0.9135828883
43,2600,9,235.6,2576,0.9135828883
43,2700,9,244.6,2676,0.9135828883
43,2800,9,254,2776,0.9135828883
43,2900,9,263.4,2876,0.9135828883
43,3000,9,273.1,2976,0.9135828883
43,3100,9,283,3076,0.9135828883
43,3200,9,292.4,3176,0.9135828883
43,3300,9,301.6,3276,0.9135828883
43,3400,9,310.9,3376,0.9135828883
43,3500,9,319.6,3476,0.9135828883
43,3600,9,328.9,3576,0.9135828883
43,3700,9,338.4,3676,0.9135828883
43,3800,9,347.5,3776,0.9135828883
43,3900,9,356.6,3876,0.9135828883
43,4000,9,365.4,3976,0.9135828883
43,4100,9,375.2,4076,0.9135828883
43,4200,9,384.7,4176,0.9135828883
43,4300,9,394.1,4276,0.9135828883
43,4400,9,402.6,4376,0.9135828883
43,4500,9,411.6,4476,0.9135828883
43,4600,9,420.8,4576,0.9135828883
43,4700,9,429.4,4676,0.9135828883
43,4800,9,438.6,4776,0.9135828883
43,4900,9,448,4876,0.9135828883
43,5000,9,457.6,4976,0.9135828883
44,0,5,0,0,0.8982862111
44,100,5,7.6,1,0.8982862111
44,200,5,15.5,1,0.8982862111
44,300,5,23.7,1,0.8982862111
44,400,5,32.2,1,0.8982862111
44,500,5,40.8,1,0.8982862111
44,600,5,49.8,1,0.8982862111
44,700,5,58.7,1,0.8982862111
44,800,5,67.5,1,0.8982862111
44,900,5,76.5,1,0.8982862111
44,1000,5,84.5,1,0.8982862111
44,1100,5,92.9,1,0.8982862111
44,1200,5,101.1,1,0.8982862111
44,1300,5,109.5,1,0.8982862111
44,1400,5,117.5,1,0.8982862111
44,1500,5,126.3,1,0.8982862111
44,1600,5,135.1,1,0.8982862111
44,1700,5,143.5,1,0.8982862111
