# Name, Student Number
# Nikolas Maier, 500461990
# Oluwatomilayo Adegbite, 500569283
Gambler #,Round #,Optimal Arm,Average reward,Times optimal action picked,Probability of Picking Optimal,Actual Probability
26,3300,7,278.4,2180,0.8742066933,0.9923590466
26,3400,7,287.8,2266,0.8635727696,0.9923590466
26,3500,7,297.4,2349,0.8336673005,0.9923590466
26,3600,7,306.4,2428,0.794960061,0.9923590466
26,3700,7,315.6,2503,0.7620595073,0.9923590466
26,3800,7,324.7,2581,0.7797741567,0.9923590466
26,3900,7,334.2,2667,0.8385858982,0.9923590466
26,4000,7,342.9,2739,0.7797321946,0.9923590466
26,4100,7,351.5,2805,0.7165106429,0.9923590466
26,4200,7,360.2,2878,0.7406864648,0.9923590466
26,4300,7,368.9,2953,0.7327903739,0.9923590466
26,4400,7,377.8,3021,0.6880061791,0.9923590466
26,4500,7,386.2,3086,0.6703516055,0.9923590466
26,4600,7,394.5,3152,0.6512079919,0.9923590466
26,4700,7,403.4,3215,0.6583292394,0.9923590466
26,4800,7,412.2,3282,0.6808057162,0.9923590466
26,4900,7,420.8,3348,0.6629562331,0.9923590466
26,5000,7,429.7,3412,0.6505180858,0.9923590466
27,0,7,0,0,0.1,0.82989687
27,100,7,5.5,13,0.1219475359,0.82989687
27,200,7,11.5,23,0.1173513219,0.82989687
27,300,7,17.9,38,0.1404550518,0.82989687
27,400,7,24.8,61,0.1831725297,0.82989687
27,500,7,32.9,82,0.1843696736,0.82989687
27,600,7,40.9,109,0.2280318923,0.82989687
27,700,7,48.1,130,0.2011391941,0.82989687
27,800,7,55.1,141,0.1503635756,0.82989687
27,900,7,62,162,0.2122665086,0.82989687
27,1000,7,69.8,181,0.1944856202,0.82989687
27,1100,7,77,204,0.2072257246,0.82989687
27,1200,7,84,233,0.2456919996,0.82989687
27,1300,7,90.7,246,0.1869694028,0.82989687
27,1400,7,97.4,272,0.2110606742,0.82989687
27,1500,7,104.2,288,0.1646211057,0.82989687
27,1600,7,111.4,303,0.1547734504,0.82989687
27,1700,7,118.1,316,0.1283841819,0.82989687
27,1800,7,123.8,329,0.1475474219,0.82989687
27,1900,7,130.5,346,0.142337441,0.82989687
27,2000,7,137.8,361,0.1546257586,0.82989687
27,2100,7,144.4,378,0.1671466793,0.82989687
27,2200,7,151.7,386,0.1249172596,0.82989687
27,2300,7,159.4,404,0.1437292343,0.82989687
27,2400,7,166.5,415,0.1299895373,0.82989687
27,2500,7,173.7,423,0.1099834465,0.82989687
27,2600,7,181.1,428,0.08264209074,0.82989687
27,2700,7,188.1,432,0.07174314473,0.82989687
27,2800,7,194.6,437,0.08131933681,0.82989687
27,2900,7,201.3,453,0.1293770245,0.82989687
27,3000,7,208,471,0.1469159748,0.82989687
27,3100,7,215,486,0.1475487352,0.82989687
27,3200,7,222,500,0.1427038016,0.82989687
27,3300,7,229.5,518,0.1841824345,0.82989687
27,3400,7,236.5,531,0.16004876,0.82989687
27,3500,7,244.3,558,0.2213489876,0.82989687
27,3600,7,252.1,584,0.2455273196,0.82989687
27,3700,7,258.6,602,0.2152801011,0.82989687
27,3800,7,265.5,625,0.2408254337,0.82989687
27,3900,7,273.4,643,0.213989072,0.82989687
27,4000,7,281.1,669,0.2535502726,0.82989687
27,4100,7,288,691,0.2155176725,0.82989687
27,4200,7,294.6,717,0.2192117194,0.82989687
27,4300,7,301.3,740,0.2266134708,0.82989687
27,4400,7,307.9,761,0.2093517636,0.82989687
27,4500,7,313.8,771,0.1432851508,0.82989687
27,4600,7,319.6,785,0.1304398823,0.82989687
27,4700,7,326.7,800,0.1407267588,0.82989687
27,4800,7,333.5,821,0.1749188251,0.82989687
27,4900,7,340.2,836,0.1521112352,0.82989687
27,5000,7,347.3,847,0.1354638958,0.82989687
28,0,4,0,0,0.1,0.9928162307
28,100,4,6.1,8,0.1134828179,0.9928162307
28,200,4,11.9,20,0.1374384112,0.9928162307
28,300,4,18.2,29,0.1402980618,0.9928162307
28,400,4,25.3,44,0.1691294266,0.9928162307
28,500,4,33.1,69,0.2334015912,0.9928162307
28,600,4,40,85,0.203070666,0.9928162307
28,700,4,47.5,101,0.1994060143,0.9928162307
28,800,4,55,123,0.2248561179,0.9928162307
28,900,4,63.1,152,0.2733987997,0.9928162307
28,1000,4,72.2,186,0.3093567199,0.9928162307
28,1100,4,80.8,225,0.3599013562,0.9928162307
28,1200,4,89.6,263,0.3869226262,0.9928162307
28,1300,4,98.7,297,0.3538919835,0.9928162307
28,1400,4,107.6,338,0.3964679563,0.9928162307
28,1500,4,116.6,372,0.3731882256,0.9928162307
28,1600,4,125.8,412,0.4037684001,0.9928162307
28,1700,4,135.1,459,0.4552975555,0.9928162307
28,1800,4,143.7,487,0.3414050818,0.9928162307
28,1900,4,152.6,522,0.3551672985,0.9928162307
28,2000,4,161.8,548,0.2896261726,0.9928162307
28,2100,4,170.9,569,0.2508213698,0.9928162307
28,2200,4,180.1,599,0.2926503842,0.9928162307
28,2300,4,189.8,633,0.3217716693,0.9928162307
28,2400,4,199,664,0.3141678918,0.9928162307
28,2500,4,208.1,707,0.3854282686,0.9928162307
28,2600,4,217.4,749,0.4080773314,0.9928162307
28,2700,4,226.6,785,0.3628739961,0.9928162307
28,2800,4,236.2,827,0.3903375863,0.9928162307
28,2900,4,245.6,860,0.3586999813,0.9928162307
28,3000,4,255.1,895,0.3427890997,0.9928162307
28,3100,4,264.9,927,0.3256369695,0.9928162307
28,3200,4,274.5,972,0.4115562287,0.9928162307
28,3300,4,284.2,1016,0.4422075259,0.9928162307
28,3400,4,293.6,1057,0.4178953154,0.9928162307
28,3500,4,302.5,1105,0.4578114986,0.9928162307
28,3600,4,311.5,1152,0.4568619709,0.9928162307
28,3700,4,321.1,1188,0.4075180148,0.9928162307
28,3800,4,330.1,1233,0.4414910252,0.9928162307
28,3900,4,339.5,1275,0.4351111428,0.9928162307
28,4000,4,348.9,1316,0.4369814277,0.9928162307
28,4100,4,358.1,1342,0.3307689161,0.9928162307
28,4200,4,367.2,1375,0.3180592071,0.9928162307
28,4300,4,376.2,1408,0.3128124067,0.9928162307
28,4400,4,385.6,1444,0.3493444664,0.9928162307
28,4500,4,394.7,1498,0.4848085856,0.9928162307
28,4600,4,404,1549,0.5020877809,0.9928162307
28,4700,4,413.2,1598,0.4925422752,0.9928162307
28,4800,4,422,1652,0.5197160747,0.9928162307
28,4900,4,430.7,1716,0.6104445259,0.9928162307
28,5000,4,440.1,1782,0.6445435808,0.9928162307
29,0,0,0,0,0.1,0.9710808921
29,100,0,5.3,9,0.1290218966,0.9710808921
29,200,0,11.1,25,0.1920613015,0.9710808921
29,300,0,16.5,46,0.2563582781,0.9710808921
29,400,0,21.6,63,0.2361666387,0.9710808921
29,500,0,27.1,83,0.2338684428,0.9710808921
29,600,0,32.2,98,0.2081849602,0.9710808921
29,700,0,38,122,0.2407835032,0.9710808921
29,800,0,45,154,0.3018349923,0.9710808921
29,900,0,51.6,183,0.3131501171,0.9710808921
29,1000,0,57.8,213,0.328582036,0.9710808921
29,1100,0,65,251,0.3860245835,0.9710808921
29,1200,0,72,291,0.4183779827,0.9710808921
29,1300,0,79.5,334,0.4472677988,0.9710808921
29,1400,0,86.9,393,0.5427218627,0.9710808921
29,1500,0,93.9,431,0.4356709073,0.9710808921
29,1600,0,101.1,472,0.4540407533,0.9710808921
29,1700,0,107.8,520,0.4854954624,0.9710808921
29,1800,0,115.4,581,0.5691713283,0.9710808921
29,1900,0,122.6,632,0.5409112336,0.9710808921
29,2000,0,130.4,685,0.5499045591,0.9710808921
29,2100,0,138.9,744,0.5770217048,0.9710808921
29,2200,0,146.8,802,0.577287583,0.9710808921
29,2300,0,154.8,857,0.5672021664,0.9710808921
29,2400,0,162.3,902,0.5127466105,0.9710808921
29,2500,0,170.2,954,0.5061745337,0.9710808921
29,2600,0,178.2,1013,0.560011807,0.9710808921
29,2700,0,185.2,1062,0.5270421634,0.9710808921
29,2800,0,194,1126,0.6061756709,0.9710808921
29,2900,0,203.1,1200,0.6715783877,0.9710808921
29,3000,0,210.9,1258,0.6148790418,0.9710808921
29,3100,0,218.6,1319,0.6128832323,0.9710808921
29,3200,0,227.2,1384,0.6405346795,0.9710808921
29,3300,0,235.3,1451,0.6572780921,0.9710808921
29,3400,0,243.9,1516,0.6560842277,0.9710808921
29,3500,0,252,1575,0.6179432225,0.9710808921
29,3600,0,259.8,1635,0.6202979972,0.9710808921
29,3700,0,266.8,1689,0.5576305299,0.9710808921
29,3800,0,273.8,1737,0.5165176234,0.9710808921
29,3900,0,281.4,1788,0.5122665481,0.9710808921
29,4000,0,289.4,1847,0.5767412352,0.9710808921
29,4100,0,297.8,1903,0.5613548495,0.9710808921
29,4200,0,305.5,1961,0.5638314554,0.9710808921
29,4300,0,313.1,2019,0.5974400262,0.9710808921
29,4400,0,321,2084,0.6448644405,0.9710808921
29,4500,0,328.8,2135,0.5616571601,0.9710808921
29,4600,0,336.4,2183,0.5183138479,0.9710808921
29,4700,0,344.3,2229,0.5064873358,0.9710808921
29,4800,0,352.6,2288,0.5746892105,0.9710808921
29,4900,0,360,2341,0.5570800033,0.9710808921
29,5000,0,367.5,2393,0.5218228074,0.9710808921
30,0,3,0,0,0.1,0.891902272
30,100,3,5.1,9,0.1066128625,0.891902272
30,200,3,11,24,0.1573682716,0.891902272
30,300,3,17.4,41,0.1736453614,0.891902272
30,400,3,23.7,69,0.2458851742,0.891902272
30,500,3,30.2,98,0.2846259993,0.891902272
30,600,3,37.2,128,0.2987269832,0.891902272
30,700,3,44,159,0.3329299758,0.891902272
30,800,3,50.4,188,0.3150584987,0.891902272
30,900,3,58.1,219,0.3108489615,0.891902272
30,1000,3,65.8,260,0.3813171712,0.891902272
30,1100,3,73,298,0.3634731484,0.891902272
30,1200,3,79.9,347,0.4151536429,0.891902272
30,1300,3,86.4,391,0.4351139691,0.891902272
30,1400,3,93,427,0.3702459353,0.891902272
30,1500,3,100.3,471,0.4149845109,0.891902272
30,1600,3,106.9,512,0.4055579624,0.891902272
30,1700,3,113.5,550,0.3849135623,0.891902272
30,1800,3,119.7,585,0.3434817828,0.891902272
30,1900,3,127.3,630,0.3784439089,0.891902272
30,2000,3,134.6,672,0.3889731204,0.891902272
30,2100,3,141.6,719,0.4256382996,0.891902272
30,2200,3,148,755,0.3542567475,0.891902272
30,2300,3,155,785,0.3045646582,0.891902272
30,2400,3,162.4,811,0.283548484,0.891902272
30,2500,3,169.7,830,0.2283874332,0.891902272
30,2600,3,176.6,856,0.2445027356,0.891902272
30,2700,3,183.3,883,0.2398379233,0.891902272
30,2800,3,189.6,901,0.231039688,0.891902272
30,2900,3,196,923,0.2204545034,0.891902272
30,3000,3,202.7,939,0.193606442,0.891902272
30,3100,3,210.2,973,0.2795207457,0.891902272
30,3200,3,216.8,996,0.2566808218,0.891902272
30,3300,3,223.5,1028,0.29699195,0.891902272
30,3400,3,229.4,1060,0.2946524501,0.891902272
30,3500,3,236.1,1085,0.2516904602,0.891902272
30,3600,3,242.8,1116,0.2651404638,0.891902272
30,3700,3,248.7,1145,0.2695666359,0.891902272
30,3800,3,255.8,1180,0.3411752864,0.891902272
30,3900,3,262.6,1215,0.3486488777,0.891902272
30,4000,3,269.3,1255,0.3660347493,0.891902272
30,4100,3,276.2,1284,0.3325049168,0.891902272
30,4200,3,283.7,1329,0.3985196516,0.891902272
30,4300,3,290.6,1366,0.3726686882,0.891902272
30,4400,3,298,1404,0.3799626058,0.891902272
30,4500,3,305.9,1439,0.372527122,0.891902272
30,4600,3,312.1,1475,0.3435342892,0.891902272
30,4700,3,319.8,1518,0.3889074607,0.891902272
30,4800,3,326.8,1567,0.4396311217,0.891902272
30,4900,3,333.6,1603,0.3950707323,0.891902272
30,5000,3,340.6,1647,0.4303587819,0.891902272
31,0,8,0,0,0.1,0.9680019046
31,100,8,5.2,11,0.1357816729,0.9680019046
31,200,8,11,25,0.1693587608,0.9680019046
31,300,8,16.4,39,0.2045413605,0.9680019046
31,400,8,23.9,63,0.2480417083,0.9680019046
31,500,8,30.5,83,0.2127983976,0.9680019046
31,600,8,38.4,104,0.2278181938,0.9680019046
31,700,8,45.7,125,0.2223013758,0.9680019046
31,800,8,52.3,146,0.2377770577,0.9680019046
31,900,8,59,181,0.3143615538,0.9680019046
31,1000,8,66.6,205,0.2855522186,0.9680019046
31,1100,8,74.2,235,0.3113032754,0.9680019046
31,1200,8,81.7,276,0.3769356069,0.9680019046
31,1300,8,90,303,0.3125968046,0.9680019046
31,1400,8,97.4,329,0.2857072558,0.9680019046
31,1500,8,105.6,364,0.3367271828,0.9680019046
31,1600,8,114,397,0.3321908516,0.9680019046
31,1700,8,122.5,429,0.333157036,0.9680019046
31,1800,8,130.4,477,0.4444219888,0.9680019046
31,1900,8,138.6,527,0.4637284036,0.9680019046
31,2000,8,146.5,568,0.4417734854,0.9680019046
31,2100,8,153.9,615,0.4624009995,0.9680019046
31,2200,8,161.5,660,0.4531419936,0.9680019046
31,2300,8,169.8,714,0.523221379,0.9680019046
31,2400,8,178.1,772,0.5632500654,0.9680019046
31,2500,8,186.8,830,0.5722790658,0.9680019046
31,2600,8,195.5,898,0.6392432142,0.9680019046
31,2700,8,203.5,950,0.5659635555,0.9680019046
31,2800,8,211.6,1002,0.5731006465,0.9680019046
31,2900,8,218.7,1043,0.4821992767,0.9680019046
31,3000,8,226.4,1082,0.4338621725,0.9680019046
31,3100,8,234.5,1134,0.4912726244,0.9680019046
31,3200,8,242.7,1190,0.5232691704,0.9680019046
31,3300,8,251.3,1242,0.5320853679,0.9680019046
31,3400,8,259.1,1302,0.5601152512,0.9680019046
31,3500,8,267.4,1357,0.5220696322,0.9680019046
31,3600,8,275,1414,0.538091406,0.9680019046
31,3700,8,283.1,1469,0.5460500144,0.9680019046
31,3800,8,291.9,1520,0.5132375089,0.9680019046
31,3900,8,300.8,1574,0.5607698472,0.9680019046
31,4000,8,309.2,1629,0.5580353945,0.9680019046
31,4100,8,317.7,1696,0.644795058,0.9680019046
31,4200,8,326.3,1766,0.6727739281,0.9680019046
31,4300,8,334.2,1831,0.6624620327,0.9680019046
31,4400,8,341.4,1898,0.6665400577,0.9680019046
31,4500,8,349.8,1966,0.6673561468,0.9680019046
31,4600,8,357.6,2025,0.5990758021,0.9680019046
31,4700,8,365.9,2079,0.5433701986,0.9680019046
31,4800,8,373.7,2136,0.5287151067,0.9680019046
31,4900,8,382.4,2187,0.5052407914,0.9680019046
31,5000,8,390.7,2249,0.5821460762,0.9680019046
32,0,6,0,0,0.1,0.9391781644
32,100,6,4.9,17,0.1725902073,0.9391781644
32,200,6,11.3,36,0.1989651391,0.9391781644
32,300,6,17.1,47,0.1670831434,0.9391781644
32,400,6,23.3,61,0.1742817019,0.9391781644
32,500,6,29.9,79,0.1799704185,0.9391781644
32,600,6,36.8,91,0.1597132173,0.9391781644
32,700,6,44.6,119,0.22668914,0.9391781644
32,800,6,52.2,141,0.2097166439,0.9391781644
32,900,6,58.7,156,0.1940165021,0.9391781644
32,1000,6,65.9,179,0.2540109584,0.9391781644
32,1100,6,72.7,198,0.2279191279,0.9391781644
32,1200,6,79.1,220,0.2373852267,0.9391781644
32,1300,6,86.2,240,0.2170216885,0.9391781644
32,1400,6,93.4,261,0.2461597465,0.9391781644
32,1500,6,100.6,282,0.2394661671,0.9391781644
32,1600,6,107.7,295,0.1783143753,0.9391781644
32,1700,6,115.5,304,0.1359058003,0.9391781644
32,1800,6,122.3,318,0.1609287364,0.9391781644
32,1900,6,129.6,343,0.2201739594,0.9391781644
32,2000,6,137.3,374,0.2772654779,0.9391781644
32,2100,6,145.2,399,0.284713477,0.9391781644
32,2200,6,153.2,433,0.334821347,0.9391781644
32,2300,6,161.4,470,0.3394540875,0.9391781644
32,2400,6,169.4,500,0.3188849253,0.9391781644
32,2500,6,176.7,524,0.2804409669,0.9391781644
32,2600,6,184,549,0.2734471218,0.9391781644
32,2700,6,191.9,586,0.3549196168,0.9391781644
32,2800,6,199.1,616,0.3248481502,0.9391781644
32,2900,6,206.5,648,0.3362281091,0.9391781644
32,3000,6,213.7,682,0.3221278464,0.9391781644
32,3100,6,221.1,722,0.3808368324,0.9391781644
32,3200,6,228.2,758,0.3667320911,0.9391781644
32,3300,6,234.9,795,0.3505752854,0.9391781644
32,3400,6,241.3,822,0.3044678,0.9391781644
32,3500,6,248.2,848,0.2893203573,0.9391781644
32,3600,6,256,876,0.3037654828,0.9391781644
32,3700,6,263.8,910,0.3244527504,0.9391781644
32,3800,6,271.8,942,0.3084905811,0.9391781644
32,3900,6,278.8,973,0.3215642818,0.9391781644
32,4000,6,286.2,1000,0.3023783939,0.9391781644
32,4100,6,293.6,1022,0.2490938813,0.9391781644
32,4200,6,300.6,1041,0.2195205785,0.9391781644
32,4300,6,307.4,1072,0.2696528315,0.9391781644
32,4400,6,314.6,1087,0.2219509929,0.9391781644
32,4500,6,321.8,1110,0.2472390298,0.9391781644
32,4600,6,329.8,1145,0.3205271928,0.9391781644
32,4700,6,337.9,1178,0.3096641567,0.9391781644
32,4800,6,346.6,1214,0.3503775695,0.9391781644
32,4900,6,353.8,1241,0.3068532989,0.9391781644
32,5000,6,362.7,1288,0.4293617234,0.9391781644
33,0,7,0,0,0.1,0.7390655558
33,100,7,3.3,11,0.1376710719,0.7390655558
33,200,7,7.8,25,0.1712015834,0.7390655558
33,300,7,13.2,44,0.167316854,0.7390655558
33,400,7,19.2,63,0.1956480041,0.7390655558
33,500,7,24.1,89,0.2274244255,0.7390655558
33,600,7,29.5,104,0.197335878,0.7390655558
33,700,7,34.3,123,0.1845779056,0.7390655558
33,800,7,39.7,151,0.2182872194,0.7390655558
33,900,7,44.1,166,0.174718483,0.7390655558
33,1000,7,49.4,187,0.2175299753,0.7390655558
33,1100,7,54.4,213,0.2278831549,0.7390655558
33,1200,7,59.2,227,0.1915817133,0.7390655558
33,1300,7,64.4,247,0.1968640287,0.7390655558
33,1400,7,70.2,271,0.2366931776,0.7390655558
33,1500,7,75.1,289,0.1955194752,0.7390655558
33,1600,7,80,303,0.1461490033,0.7390655558
33,1700,7,85.8,326,0.2185624033,0.7390655558
33,1800,7,90.9,349,0.2157114564,0.7390655558
33,1900,7,96.1,371,0.23302816,0.7390655558
33,2000,7,101.5,395,0.2320919755,0.7390655558
33,2100,7,106.7,423,0.2441921414,0.7390655558
33,2200,7,112,436,0.1788156748,0.7390655558
33,2300,7,117.7,448,0.1543648134,0.7390655558
33,2400,7,123.8,460,0.115436254,0.7390655558
33,2500,7,129,474,0.1550193562,0.7390655558
33,2600,7,133.4,484,0.1358247716,0.7390655558
33,2700,7,138.6,498,0.1564249836,0.7390655558
33,2800,7,143.5,514,0.1795632925,0.7390655558
33,2900,7,149.1,535,0.1824291703,0.7390655558
33,3000,7,153,551,0.1898840638,0.7390655558
33,3100,7,157.5,568,0.1820396465,0.7390655558
33,3200,7,161.9,593,0.2082149415,0.7390655558
33,3300,7,166.7,616,0.2096041083,0.7390655558
33,3400,7,171,640,0.2229276972,0.7390655558
33,3500,7,176.1,660,0.1886323144,0.7390655558
33,3600,7,181,683,0.2039109397,0.7390655558
33,3700,7,186.1,703,0.1891780602,0.7390655558
33,3800,7,191.9,733,0.2324066386,0.7390655558
33,3900,7,197.5,751,0.1971561556,0.7390655558
33,4000,7,202.6,769,0.1731160335,0.7390655558
33,4100,7,208.3,789,0.1785229407,0.7390655558
33,4200,7,212.6,805,0.1760251574,0.7390655558
33,4300,7,217.2,830,0.2150491382,0.7390655558
33,4400,7,222.9,848,0.1967076703,0.7390655558
33,4500,7,226.2,866,0.1659024241,0.7390655558
33,4600,7,229.9,881,0.1727986075,0.7390655558
33,4700,7,234.5,898,0.1795651129,0.7390655558
33,4800,7,239.4,916,0.1826331637,0.7390655558
33,4900,7,243.5,936,0.2084210419,0.7390655558
33,5000,7,248.3,957,0.2050759591,0.7390655558
34,0,5,0,0,0.1,0.9922140081
34,100,5,5.3,16,0.1733814107,0.9922140081
34,200,5,12.3,48,0.3124847196,0.9922140081
34,300,5,18.9,76,0.3035117686,0.9922140081
34,400,5,25.3,100,0.282838056,0.9922140081
34,500,5,31.7,129,0.3203525361,0.9922140081
34,600,5,38.8,174,0.4132494378,0.9922140081
34,700,5,46.7,222,0.468651651,0.9922140081
34,800,5,53.7,270,0.504757176,0.9922140081
34,900,5,61.3,315,0.4755807388,0.9922140081
34,1000,5,68.5,357,0.4768984771,0.9922140081
34,1100,5,76.3,407,0.4913306514,0.9922140081
34,1200,5,84,458,0.5112807023,0.9922140081
34,1300,5,92.3,518,0.5876064017,0.9922140081
34,1400,5,100.3,582,0.6275256853,0.9922140081
34,1500,5,108.8,651,0.6755662284,0.9922140081
34,1600,5,117.4,721,0.7061489624,0.9922140081
34,1700,5,126,795,0.7255318259,0.9922140081
34,1800,5,134.7,871,0.7652378696,0.9922140081
34,1900,5,143,944,0.7543596332,0.9922140081
34,2000,5,151.9,1017,0.7322078179,0.9922140081
34,2100,5,161.1,1091,0.7274113848,0.9922140081
34,2200,5,169.6,1150,0.648048754,0.9922140081
34,2300,5,177.6,1208,0.6305230158,0.9922140081
34,2400,5,185.9,1267,0.6051340584,0.9922140081
34,2500,5,194.3,1338,0.6888476251,0.9922140081
34,2600,5,202.2,1395,0.6319376878,0.9922140081
34,2700,5,210.6,1460,0.6743807184,0.9922140081
34,2800,5,219,1530,0.6923155709,0.9922140081
34,2900,5,227.7,1603,0.7086545496,0.9922140081
34,3000,5,235.8,1660,0.6365106994,0.9922140081
34,3100,5,243.5,1710,0.5544262562,0.9922140081
34,3200,5,251.8,1768,0.5821419761,0.9922140081
34,3300,5,260.6,1834,0.6405968133,0.9922140081
34,3400,5,268.4,1886,0.5767503671,0.9922140081
34,3500,5,276.1,1947,0.6077372457,0.9922140081
34,3600,5,282.9,1998,0.5771257556,0.9922140081
34,3700,5,291.6,2055,0.583466869,0.9922140081
34,3800,5,300.1,2116,0.5990808162,0.9922140081
34,3900,5,308,2179,0.6100910976,0.9922140081
34,4000,5,315.8,2242,0.6469795768,0.9922140081
34,4100,5,324.4,2311,0.677396984,0.9922140081
34,4200,5,333.2,2386,0.7301415034,0.9922140081
34,4300,5,341.7,2454,0.7026507591,0.9922140081
34,4400,5,349.8,2518,0.6779369289,0.9922140081
34,4500,5,357.8,2574,0.6206237526,0.9922140081
34,4600,5,365.4,2639,0.6463075039,0.9922140081
34,4700,5,373.3,2705,0.6548755904,0.9922140081
34,4800,5,381.5,2780,0.7114325057,0.9922140081
34,4900,5,390.6,2853,0.7159501284,0.9922140081
34,5000,5,399.5,2935,0.7909292096,0.9922140081
35,0,0,0,0,0.1,0.7407223812
35,100,0,4,9,0.1373009623,0.7407223812
35,200,0,8.5,37,0.2250147518,0.7407223812
35,300,0,13.6,59,0.2529056415,0.7407223812
35,400,0,18.8,85,0.2555911862,0.7407223812
35,500,0,23.8,121,0.2653291399,0.7407223812
35,600,0,27.7,145,0.2399586849,0.7407223812
35,700,0,33.8,171,0.2646231727,0.7407223812
35,800,0,38.7,197,0.2249419593,0.7407223812
35,900,0,44.3,223,0.214791292,0.7407223812
35,1000,0,48.3,246,0.1902287733,0.7407223812
35,1100,0,53.6,265,0.2214293507,0.7407223812
35,1200,0,58.8,286,0.2116128156,0.7407223812
35,1300,0,64.8,309,0.2413283156,0.7407223812
35,1400,0,70,334,0.2231386011,0.7407223812
35,1500,0,74.7,359,0.259737787,0.7407223812
35,1600,0,80,383,0.2074077514,0.7407223812
35,1700,0,85.2,408,0.2385449267,0.7407223812
35,1800,0,90.5,431,0.1957101731,0.7407223812
35,1900,0,95.3,450,0.1933035467,0.7407223812
35,2000,0,99.4,459,0.155472531,0.7407223812
35,2100,0,104,472,0.1434810924,0.7407223812
35,2200,0,109,499,0.2167535493,0.7407223812
35,2300,0,114.8,517,0.1850343129,0.7407223812
35,2400,0,120.2,535,0.1767204983,0.7407223812
35,2500,0,124.3,550,0.1533629857,0.7407223812
35,2600,0,129.8,578,0.2030758906,0.7407223812
35,2700,0,134.7,601,0.2200835146,0.7407223812
35,2800,0,140.2,628,0.2308420545,0.7407223812
35,2900,0,145.4,652,0.2204082742,0.7407223812
35,3000,0,150.9,661,0.1484419572,0.7407223812
35,3100,0,156.6,678,0.1624459981,0.7407223812
35,3200,0,161.6,695,0.1686184181,0.7407223812
35,3300,0,166.9,708,0.1592758765,0.7407223812
35,3400,0,172.4,725,0.1836007312,0.7407223812
35,3500,0,177.5,738,0.1833405459,0.7407223812
35,3600,0,182.2,756,0.192102463,0.7407223812
35,3700,0,187.8,785,0.2549497562,0.7407223812
35,3800,0,193.8,813,0.2849393735,0.7407223812
35,3900,0,199.2,838,0.2273619789,0.7407223812
35,4000,0,205.2,850,0.1730659404,0.7407223812
35,4100,0,210.5,866,0.1468634058,0.7407223812
35,4200,0,215.4,877,0.1481219617,0.7407223812
35,4300,0,220.1,892,0.1581813003,0.7407223812
35,4400,0,225.6,906,0.1384118619,0.7407223812
35,4500,0,231.1,923,0.1481880928,0.7407223812
35,4600,0,236.9,941,0.1683964308,0.7407223812
35,4700,0,242.5,949,0.1305032796,0.7407223812
35,4800,0,248.5,966,0.1426421035,0.7407223812
35,4900,0,253.5,976,0.128878029,0.7407223812
35,5000,0,257.8,985,0.1295501108,0.7407223812
36,0,6,0,0,0.1,0.9078831262
36,100,6,5.7,14,0.1577591383,0.9078831262
36,200,6,11.8,32,0.1911760691,0.9078831262
36,300,6,18.4,52,0.2101037922,0.9078831262
36,400,6,25.7,86,0.276255156,0.9078831262
36,500,6,33.2,116,0.2564587949,0.9078831262
36,600,6,40.8,137,0.2230586184,0.9078831262
36,700,6,48.2,158,0.2246367048,0.9078831262
36,800,6,55.3,175,0.1922661987,0.9078831262
36,900,6,62.4,205,0.2385855994,0.9078831262
36,1000,6,70.7,240,0.3160357053,0.9078831262
36,1100,6,78.4,275,0.3496919729,0.9078831262
36,1200,6,86.7,312,0.367684566,0.9078831262
36,1300,6,94.6,343,0.3261547807,0.9078831262
36,1400,6,102.9,392,0.4187160058,0.9078831262
36,1500,6,111.5,430,0.3788030145,0.9078831262
36,1600,6,119.2,463,0.3583626939,0.9078831262
36,1700,6,127.6,502,0.3849217196,0.9078831262
36,1800,6,135.9,546,0.3855699107,0.9078831262
36,1900,6,143.7,591,0.4293121767,0.9078831262
36,2000,6,151.9,641,0.4415134111,0.9078831262
36,2100,6,160.3,692,0.4595259907,0.9078831262
36,2200,6,168.3,735,0.4550806638,0.9078831262
36,2300,6,176.5,774,0.4007374473,0.9078831262
36,2400,6,184.5,806,0.3696096818,0.9078831262
36,2500,6,193.1,836,0.3122930933,0.9078831262
36,2600,6,201.7,850,0.2147286113,0.9078831262
36,2700,6,210.3,865,0.1785292445,0.9078831262
36,2800,6,218.9,877,0.1502480261,0.9078831262
36,2900,6,228.3,894,0.1591794253,0.9078831262
36,3000,6,236.4,911,0.1520861772,0.9078831262
36,3100,6,244.1,925,0.1526287766,0.9078831262
36,3200,6,251.9,941,0.1418149861,0.9078831262
36,3300,6,260.1,955,0.1488698586,0.9078831262
36,3400,6,268.6,969,0.1429849087,0.9078831262
36,3500,6,276.8,976,0.1051407018,0.9078831262
36,3600,6,285,984,0.102953034,0.9078831262
36,3700,6,292.8,992,0.1115807063,0.9078831262
36,3800,6,300.3,999,0.09418020687,0.9078831262
36,3900,6,307.7,1009,0.1111111219,0.9078831262
36,4000,6,315.7,1020,0.1193736309,0.9078831262
36,4100,6,323.6,1045,0.2017024032,0.9078831262
36,4200,6,331.4,1065,0.1922659063,0.9078831262
36,4300,6,339.2,1088,0.2039202375,0.9078831262
36,4400,6,347.3,1105,0.184012133,0.9078831262
36,4500,6,355.1,1112,0.112327468,0.9078831262
36,4600,6,362.8,1128,0.155785666,0.9078831262
